id,En_symbol,part of,math,math formula,Tex formula,unit of measure,vars,Ro description,En description,En wiki
,punctiformChargesDist,m,r,{Q*q} / {E_p(r)*4*pi*epsilon},\frac {Q*q}{E_p(r)*4*\pi*\epsilon},,"chargeQ,chargeq,punctiformChargesPotentialEnergy,mediumPermittivity",distanța dintre sarcinile electrice punctiforme,the distance between the point electric charges,
,totalBodyEnergy,m,E,m*c^2,m*c^2,,"moveMass,lightVelocity",Energia totală (relativistă) a unui corp,the total energy (relativistic) of a body,https://en.wikipedia.org/wiki/Energy
,moveMass,m,m,{E} / {c^2},\frac {E}{c^2},,"totalBodyEnergy,lightVelocity",masa de mişcare,mass of movement,https://en.wikipedia.org/wiki/Mass
,lightVelocity,m,c,sqrt{{E} / {m}},\sqrt {\frac {E}{m}},,"totalBodyEnergy,moveMass",Viteza luminii în vid,the velocity of light in vacuum,https://en.wikipedia.org/wiki/Vacuum
,totalEnergyHidrogenElectronNucleusSyst,"m,a",E_{Tot},E_c + E_p,E_c + E_p,J,"qinEnergyElectron,hidrogenAtomPotentialEnergy",Energia totală a sistemului electron-nucleu în stare legată a atomului de hidrogen,the total energy of the system core electron in the hydrogen atom bound state,https://en.wikipedia.org/wiki/Energy
,totalEnergyHidrogenElectronNucleusSyst,"m,a",E_{Tot},{m_0*v^2} / {2} - {e^2} / {4*pi*epsilon_0*r},\frac {m_0*v^2}{2} - \frac {e^2}{4*\pi*\epsilon_0*r},J,"electronRestMass,electronVelocityCircularOrbit,elementaryCharge,vacuumPermittivity,electronOrbitalRadius",Energia totală a sistemului electron-nucleu în stare legată a atomului de hidrogen,the total energy of the system core electron in the hydrogen atom bound state,https://en.wikipedia.org/wiki/Energy
,totalEnergyHidrogenElectronNucleusSyst,"m,a",E_{Tot},- {e^2} / {8*pi*epsilon_0*r},- \frac {e^2}{8*\pi*\epsilon_0*r},J,"elementaryCharge,vacuumPermittivity,electronOrbitalRadius",Energia totală a sistemului electron-nucleu în stare legată a atomului de hidrogen,the total energy of the system core electron in the hydrogen atom bound state,https://en.wikipedia.org/wiki/Energy
,qinEnergyElectron,"m,a",E_c,E_{Tot} - E_p,E_{Tot} - E_p,J,"totalEnergyHidrogenElectronNucleusSyst,hidrogenAtomPotentialEnergy",energia cinetică a electronului,the kinetic energy of the electron,https://en.wikipedia.org/wiki/Kinetic_energy
,hidrogenAtomPotentialEnergy,"m,a",E_p,E_{Tot} - E_c,E_{Tot} - E_c,J,"totalEnergyHidrogenElectronNucleusSyst,qinEnergyElectron",energia potenţială de interacţiune între electron și proton (nucleul atomului de hidrogen),the potential energy of interaction between the electron and proton (nucleus of the hydrogen atom),https://en.wikipedia.org/wiki/Potential_energy
,electronRestMass,"m,a",m_0,{E_{Tot} * 4*pi*epsilon_0*r + e^2} / {2*pi*epsilon_0*r * v^2},\frac {E_{Tot} * 4*\pi*\epsilon_0*r + e^2}{2*\pi*\epsilon_0*r * v^2},kg,"totalEnergyHidrogenElectronNucleusSyst,vacuumPermittivity,electronOrbitalRadius,elementaryCharge",masa de repaus a electronului,the rest mass of the electron,https://en.wikipedia.org/wiki/Invariant_mass
,electronVelocityCircularOrbit,"m,a",v,sqrt {{E_{Tot} * 4*pi*epsilon_0*r + e^2} / {2*pi*epsilon_0*r * m_0}},\sqrt {\frac {E_{Tot} * 4*\pi*\epsilon_0*r + e^2}{2*\pi*\epsilon_0*r * m_0}},,"totalEnergyHidrogenElectronNucleusSyst,vacuumPermittivity,electronOrbitalRadius,elementaryCharge,vacuumPermittivity,electronOrbitalRadius,electronRestMass",viteza electronului pe orbita circulară,the velocity of the electron on the circular orbit,https://en.wikipedia.org/wiki/Velocity
,electronOrbitalRadius,"m,a",r,- {e^2} / E_{Tot} * 8*pi*epsilon_0},- \frac {e^2}{E_{Tot} * 8*\pi*\epsilon_0},m,"elementaryCharge,totalEnergyHidrogenElectronNucleusSyst,vacuumPermittivity",raza orbitei circulare a electronului în jurul nucleului,the circular radius orbit of the electron around the nucleus,https://en.wikipedia.org/wiki/Radius
,elementaryCharge,"m,a",e,- E_{Tot} * 8*pi*epsilon_0*r,- E_{Tot} * 8*\pi*\epsilon_0*r,,"totalEnergyHidrogenElectronNucleusSyst,vacuumPermittivity,electronOrbitalRadius",sarcina electrică elementară,elementary electric charge,https://en.wikipedia.org/wiki/Electric_charge
,vacuumPermittivity,"m,a",epsilon_0,- {e^2} / E_{Tot} * 8*pi*r},- \frac {e^2}{E_{Tot} * 8*\pi*r},,"elementaryCharge,totalEnergyHidrogenElectronNucleusSyst,electronOrbitalRadius",permitivitatea electrică absolută a vidului,absolute electrical permittivity of vacuum,https://en.wikipedia.org/wiki/Vacuum_permittivity
,totalEnergyHidrogenElectronBohrModel,a,E_n,- {m_0*e^4} / {8*epsilon_0^2*h^2} * {1} / {n^2},- \frac {m_0*e^4}{8*\epsilon_0^2*h^2} * \frac {1}{n^2},J,"electronRestMass,elementaryCharge,vacuumPermittivity,planckCt,mainCuanticNo",Energia totala cuantificată a electronului în modelul Bohr pentru atomul de hidrogen,total quantified energy of the electron in Bohr model of the hydrogen atom,https://en.wikipedia.org/wiki/Energy
,electronRestMass,a,m_0,- {E_n * 8*epsilon_0^2*h^2 * n^2} / {e^4},- \frac {E_n * 8*\epsilon_0^2*h^2 * n^2}{e^4},kg,"totalEnergyHidrogenElectronBohrModel,vacuumPermittivity,planckCt,mainCuanticNo,elementaryCharge",masa de repaus a electronului,the rest mass of the electron,https://en.wikipedia.org/wiki/Invariant_mass
,elementaryCharge,a,e,root (4) {- {E_n * 8*epsilon_0^2*h^2 * n^2} / {m_0} },\sqrt {\sqrt {- \frac {E_n * 8*\epsilon_0^2*h^2 * n^2}{m_0} }},,"totalEnergyHidrogenElectronBohrModel,vacuumPermittivity,planckCt,mainCuanticNo,electronRestMass",sarcina electrică elementară,elementary electric charge,https://en.wikipedia.org/wiki/Electric_charge
,vacuumPermittivity,a,epsilon_0,sqrt {{- m_0*e^4} / {E_n * 8*h^2*n^2}},\sqrt {\frac {- m_0*e^4}{E_n * 8*h^2*n^2}},,"electronRestMass,elementaryCharge,totalEnergyHidrogenElectronBohrModel,planckCt,mainCuanticNo",permitivitatea electrică absolută a vidului,absolute electrical permittivity of vacuum,https://en.wikipedia.org/wiki/Vacuum_permittivity
,planckCt,a,h,sqrt {{- m_0*e^4} / {E_n * 8*epsilon_0^2*n^2}},\sqrt {\frac {- m_0*e^4}{E_n * 8*\epsilon_0^2*n^2}},,"electronRestMass,elementaryCharge,totalEnergyHidrogenElectronBohrModel,vacuumPermittivity,mainCuanticNo",constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant
,mainCuanticNo,a,n,sqrt {{- m_0*e^4} / {E_n * 8*epsilon_0^2*h^2}},\sqrt {\frac {- m_0*e^4}{E_n * 8*\epsilon_0^2*h^2}},,"electronRestMass,elementaryCharge,totalEnergyHidrogenElectronBohrModel,vacuumPermittivity,planckCt",număr cuantic principal,principal quantum number,https://en.wikipedia.org/wiki/Principal_quantum_number
,totalEnergyHydrogenLikeAtomElectron,a,E_n,- {m_0*Z^2*e^4} / {8*epsilon_0^2*h^2} * {1} / {n^2},- \frac {m_0*Z^2*e^4}{8*\epsilon_0^2*h^2} * \frac {1}{n^2},J,"electronRestMass,atomicNo,elementaryCharge,vacuumPermittivity,planckCt,mainCuanticNo",energia totală cuantificată a electronului în atomii hidrogenoizi,total quantified energy of the electron in hydrogenoid atoms,https://en.wikipedia.org/wiki/Energy
,electronRestMass,a,m_0,- {E_n * 8*epsilon_0^2*h^2 * n^2} / {Z^2*e^4},- \frac {E_n * 8*\epsilon_0^2*h^2 * n^2}{Z^2*e^4},kg,"totalEnergyHydrogenLikeAtomElectron,vacuumPermittivity,planckCt,mainCuanticNo,atomicNo,elementaryCharge",masa de repaus a electronului,the rest mass of the electron,https://en.wikipedia.org/wiki/Invariant_mass
,atomicNo,a,Z,sqrt {- {E_n * 8*epsilon_0^2*h^2 * n^2} / {m_0*e^4} },\sqrt {- \frac {E_n * 8*\epsilon_0^2*h^2 * n^2}{m_0*e^4} },,"totalEnergyHydrogenLikeAtomElectron,vacuumPermittivity,planckCt,mainCuanticNo,electronRestMass,elementaryCharge",numărul atomic al nucleului,atomic number of the nucleus,https://en.wikipedia.org/wiki/Atomic_number
,elementaryCharge,a,e,root(4) {- {E_n * 8*epsilon_0^2*h^2 * n^2} / {m_0*Z^2} },\sqrt {\sqrt {- \frac {E_n * 8*\epsilon_0^2*h^2 * n^2}{m_0*Z^2} }},,"totalEnergyHydrogenLikeAtomElectron,vacuumPermittivity,planckCt,mainCuanticNo,electronRestMass,atomicNo",sarcina electrică elementară,elementary electric charge,https://en.wikipedia.org/wiki/Electric_charge
,vacuumPermittivity,a,epsilon_0,sqrt {{- m_0*Z^2*e^4} / {E_n * 8*h^2*n^2}},\sqrt {\frac {- m_0*Z^2*e^4}{E_n * 8*h^2*n^2}},,"electronRestMass,atomicNo,elementaryCharge,totalEnergyHydrogenLikeAtomElectron,planckCt,mainCuanticNo",permitivitatea electrică absolută a vidului,absolute electrical permittivity of vacuum,https://en.wikipedia.org/wiki/Vacuum_permittivity
,planckCt,a,h,sqrt {{- m_0*Z^2*e^4} / {E_n * 8*epsilon_0^2*n^2}},\sqrt {\frac {- m_0*Z^2*e^4}{E_n * 8*\epsilon_0^2*n^2}},,"electronRestMass,atomicNo,elementaryCharge,totalEnergyHydrogenLikeAtomElectron,vacuumPermittivity,mainCuanticNo",constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant
,mainCuanticNo,a,n,sqrt {{- m_0*Z^2*e^4} / {E_n * 8*epsilon_0^2*h^2}},\sqrt {\frac {- m_0*Z^2*e^4}{E_n * 8*\epsilon_0^2*h^2}},,"electronRestMass,atomicNo,elementaryCharge,totalEnergyHydrogenLikeAtomElectron,vacuumPermittivity,planckCt",număr cuantic principal,principal quantum number,https://en.wikipedia.org/wiki/Principal_quantum_number
,totalEnergyThermodSyst,t,E_t,U + E_c + E_p,U + E_c + E_p,J,"internalEnergyThermodSyst,qinEnergyThermodSyst,potentialEnergyThermodSyst",Energia totală a unui sistem termodinamic,total energy of a thermodynamic system,https://en.wikipedia.org/wiki/Energy
,internalEnergyThermodSyst,t,U,E_t - E_c - E_p,v,J,"totalEnergyThermodSyst,qinEnergyThermodSyst,potentialEnergyThermodSyst",Energia internă a sistemului termodinamic,total energy of a thermodynamic system,https://en.wikipedia.org/wiki/Energy
,qinEnergyThermodSyst,t,E_c,E_t - U - E_p,E_t - U - E_p,J,"totalEnergyThermodSyst,internalEnergyThermodSyst,potentialEnergyThermodSyst",Energia cinetică a sistemului în mișcare mecanică de ansamblu,kinetic energy of the system in mechanical movement of the ensemble,https://en.wikipedia.org/wiki/Kinetic_energy
,potentialEnergyThermodSyst,t,E_p,E_t - U - E_c,E_t - U - E_c,J,"totalEnergyThermodSyst,internalEnergyThermodSyst,qinEnergyThermodSyst",Energia potențială a sistemului în mișcare mecanică de ansamblu,kinetic energy of the system in mechanical movement of the ensemble,https://en.wikipedia.org/wiki/Kinetic_energy
,qualityFactorAlternatingCurrent,e,Q,({U_L} / {U})_{omega=omega_0},(\frac {U_L}{U})_{\omega=\omega_0},,"coilTerminalTension,sourceTension,resonantFrequency",Factor de calitate (de supratensiune) al circuitului de curent alternativ,quality factor (of surge) of AC circuit,https://en.wikipedia.org/wiki/Q_factor
,qualityFactorAlternatingCurrent,e,Q,({U_C} / {U})_{omega=omega_0},(\frac {U_C}{U})_{\omega=\omega_0},,"condenserTerminalTension,sourceTension,resonantFrequency",Factor de calitate (de supratensiune) al circuitului de curent alternativ,quality factor (of surge) of AC circuit,https://en.wikipedia.org/wiki/Q_factor
,qualityFactorAlternatingCurrent,e,Q,{omega_0*L} / {R},\frac {\omega_0*L}{R},,"resonantFrequency,coilInductance,resistorResistance",Factor de calitate (de supratensiune) al circuitului de curent alternativ,quality factor (of surge) of AC circuit,https://en.wikipedia.org/wiki/Q_factor
,qualityFactorAlternatingCurrent,e,Q,{1} / {omega_0*R*C},\frac {1}{\omega_0*R*C},,"resonantFrequency,resistorResistance,condenserChargeCapacity",Factor de calitate (de supratensiune) al cicuitului de curent alternativ,quality factor (of surge) of AC circuit,https://en.wikipedia.org/wiki/Q_factor
,condenserTerminalTension,e,U_C,(Q * U)_{omega=omega_0},(Q * U)_{\omega=\omega_0},,"qualityFactorAlternatingCurrent,sourceTension,resonantFrequency",tensiunea efectivă la bornele condensatorului,the effective tension from capacitor terminals,https://en.wikipedia.org/wiki/Voltage
,coilTerminalTension,e,U_L,(Q * U)_{omega=omega_0},(Q * U)_{\omega=\omega_0},,"qualityFactorAlternatingCurrent,sourceTension,resonantFrequency",tensiunea efectivă la bornele bobinei,the effective tension from capacitor terminals,https://en.wikipedia.org/wiki/Voltage
,sourceTension,e,U,({U_C} / {Q})_{omega=omega_0},(\frac {U_C}{Q})_{\omega=\omega_0},,"condenserTerminalTension,qualityFactorAlternatingCurrent,resonantFrequency",tensiunea efectivă a sursei,the effective tension of the source,https://en.wikipedia.org/wiki/Voltage
,sourceTension,e,U,({U_L} / {Q})_{omega=omega_0},(\frac {U_L}{Q})_{\omega=\omega_0},,"coilTerminalTension,qualityFactorAlternatingCurrent,resonantFrequency",tensiunea efectivă a sursei,the effective tension of the source,https://en.wikipedia.org/wiki/Voltage
,resonantFrequency,e,omega_0,{Q * R} / {L},\frac {Q * R}{L},,"qualityFactorAlternatingCurrent,resistorResistance,coilInductance",pulsaţia la rezonanţă,pulsation to frequency,https://en.wikipedia.org/wiki/Frequency
,resonantFrequency,e,omega_0,{1} / {Q * R * C},\frac {1}{Q * R * C},,"qualityFactorAlternatingCurrent,resistorResistance,condenserChargeCapacity",pulsaţia la rezonanţă,pulsation to frequency,https://en.wikipedia.org/wiki/Frequency
,coilInductance,e,L,{Q * R} / {omega_0},\frac {Q * R}{\omega_0},,"qualityFactorAlternatingCurrent,resistorResistance,resonantFrequency",inductanţa bobinei,coil's inductance,https://en.wikipedia.org/wiki/Inductance
,condenserChargeCapacity,e,C,{1} / {Q * omega_0 * R},\frac {1}{Q * \omega_0 * R},,"qualityFactorAlternatingCurrent,resonantFrequency,resistorResistance",capacitatea electrică a condensatorului,capacitor's electric capacity,https://en.wikipedia.org/wiki/Capacitor
,resistorResistance,e,R,{1} / {Q * omega_0 * C},\frac {1}{Q * \omega_0 * C},,"qualityFactorAlternatingCurrent,resonantFrequency,condenserChargeCapacity",rezistenţa electrică a rezistorului,the electrical resistance of the resistor,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance
,powerFactorAlternatingCurrent,e,PF,cos varphi,\cos \varphi,,phaseAngle,Factor de putere  (circuit de curent alternativ),power factor (AC circuit),https://en.wikipedia.org/wiki/Power_factor
,powerFactorAlternatingCurrent,e,PF,{P} / {U*I},\frac {P}{U*I},,"activePowerAlternatingCurrent,effectiveTension,effectiveIntensity",,,
,powerFactorAlternatingCurrent,e,PF,{R*I} / {U},\frac {R*I}{U},,"effectiveResistance,effectiveIntensity,effectiveTension",intensitatea efectivă,effective intensity,https://en.wikipedia.org/wiki/Intensity_(physics)
,phaseAngle,e,varphi,arccos PF,\arccos PF,,powerFactorAlternatingCurrent,unghiul fazei,phase angle,https://en.wikipedia.org/wiki/Phase_angle
,activePowerAlternatingCurrent,e,P,PF*U*I,PF*U*I,,"powerFactorAlternatingCurrent,effectiveTension,effectiveIntensity",putere activă (medie) a circuitului de curent alternativ,active power (average) AC circuit,https://en.wikipedia.org/wiki/AC_power#Active.2C_reactive.2C_and_apparent_power
,effectiveTension,e,U,{P} / {PF * I},\frac {P}{PF * I},,"activePowerAlternatingCurrent,powerFactorAlternatingCurrent,effectiveIntensity",tensiunea efectivă,effective tension,https://en.wikipedia.org/wiki/Voltage
,effectiveIntensity,e,I,{P} / {PF * U},\frac {P}{PF * U},,"activePowerAlternatingCurrent,powerFactorAlternatingCurrent,effectiveTension",intensitatea efectivă,effective intensity,https://en.wikipedia.org/wiki/Intensity_(physics)
,effectiveResistance,e,R,{PF * U} / {I},\frac {PF * U}{I},,"powerFactorAlternatingCurrent,effectiveTension,effectiveIntensity",rezistenţa electrică,electrical resistance,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance
,effectiveIntensity,e,I,{PF * U} / {R},\frac {PF * U}{R},,"powerFactorAlternatingCurrent,effectiveTension,effectiveResistance",intensitatea efectivă,effective intensity,https://en.wikipedia.org/wiki/Intensity_(physics)
,effectiveTension,e,U,{R*I} / {PF},\frac {R*I}{PF},,"effectiveResistance,effectiveIntensity,powerFactorAlternatingCurrent",tensiunea efectivă,effective tension,https://en.wikipedia.org/wiki/Tension_(physics)
,,"m,o,r",varphi,omega*t + varphi_0,\omega*t + \varphi_0,rad,,Faza mişcării oscilatorii,oscillatory movement phase,https://en.wikipedia.org/wiki/Oscillation
,,"m,o,r",omega,,,,,pulsaţia,pulsation,
,,"m,o,r",t,,,,,timpul,time,https://en.wikipedia.org/wiki/Time_in_physics
,,"m,o,r",varphi_0,,,,,faza iniţiala la momentul t=0,the initial phase at time t = 0,https://en.wikipedia.org/wiki/Time_in_physics
,,m,phi_e,{W} / {t},\frac {W}{t},W,,Flux de energie radiantă (energetic),radiant energy flux (energy),https://en.wikipedia.org/wiki/Radiant_flux
,,m,W,,,,,energia care trece printr-o suprafaţă,the energy passing through an area,https://en.wikipedia.org/wiki/Energy
,,m,t,,,,,timpul,the time,https://en.wikipedia.org/wiki/Time_in_physics
,,o,phi,K * V * phi_e,K * V * \phi_e,lm,,Flux luminos,luminous flux,https://en.wikipedia.org/wiki/Luminous_flux
,,o,K,,,,,echivalentul fotometric al radiaţiei,photometric radiation equivalent,https://en.wikipedia.org/wiki/Radiation
,,o,K,675,,lm * W^{-1},,echivalentul fotometric al radiaţiei,photometric radiation equivalent,https://en.wikipedia.org/wiki/Radiation
,,o,phi_e,,,,,fluxul energetic,energy flow,https://en.wikipedia.org/wiki/Energy
,,o,V,,,,,sensibilitatea spectrala relativă a ochiului,the relative spectral sensitivity of the eye,https://en.wikipedia.org/wiki/Spectral_sensitivity
,,mg,phi,vec B * vec S,\vec B * \vec S,Wb,,Flux magnetic,magnetic flux,https://en.wikipedia.org/wiki/Magnetic_flux
,,mg,phi,B*S* cos alpha,B*S* \cos \alpha,Wb,,Flux magnetic,magnetic flux,https://en.wikipedia.org/wiki/Magnetic_flux
,,mg,phi,B*S_n,B*S_n,Wb,,Flux magnetic,magnetic flux,https://en.wikipedia.org/wiki/Magnetic_flux
,,mg,phi,phi_m * cos omega * t,\phi_m * \cos \omega * t,Wb,,Flux magnetic,magnetic flux,https://en.wikipedia.org/wiki/Magnetic_flux
,,mg,vec B,,,,,inducţia magnetică,magnetic induction,https://en.wikipedia.org/wiki/Electromagnetic_induction
,,mg,vec S,,,,,suprafaţa orientată,targeted surface,https://en.wikipedia.org/wiki/Surface
,,mg,alpha,,,,,unghiul dintre vectorul B şi vectorul normal la suprafaţă,the angle between the vector B and the vector normal to the surface,https://en.wikipedia.org/wiki/Vector_(mathematics_and_physics)
,,mg,S_n,,,,,aria suprafeţei normale,normal surface area,https://en.wikipedia.org/wiki/Area
,,mg,phi_m,,,,,fluxul maxim,maximum flow,
,,mg,omega,,,,,pulsaţia,pulsation,
,,mg,t,,,,,timpul,time,
,,m,v,sqrt {v_0^2 + 2*a(x-x_0)},\sqrt {v_0^2 + 2*a(x-x_0)},m * s^{-1},,viteza mobilului la momentul de timp t din Formula (ecuaţia) lui Galilei,mobile velocity at time t in Galileo Formula (equation) ,
,,m,x,,,,,coordonata mobilului la momentul de timp t,mobile coordinate at time t,
,,m,x_0,,,,,coordonata iniţiala la momentul zero,the initial coordinate at time zero,
,,m,v_0,,,,,viteza iniţiala la momentul zero,initial velocity at time zero,
,,m,a,,,,,acceleraţia mişcarii,acceleration of the movement,
,,"e,r",T_0,2*pi* sqrt {L*C},2*\pi* \sqrt {L*C},s,,Formula lui Thompson a perioadei de oscilaţie proprie a circuitului de curent alternativ,Thompson's formula of the own oscillation period of the AC circuit,
,,"e,r",L,,,,,inductanţa circuitului de curent alternativ,AC circuit inductance,
,,"e,r",C,,,,,capacitatea electrică a circuitului de curent alternativ,electrical capacity of the AC circuit,
,,o,SDF,{n_2} / {x_2} - {n_1} / {x_1},\frac {n_2}{x_2} - \frac {n_1}{x_1},,,Formula dioptru sferic,spherical diopter formula ,
,,o,SDF,{n_2 - n_1} / {R},\frac {n_2 - n_1}{R},,,Formula dioptru sferic,spherical diopter formula,
,,o,,,,,,indicii de refracţie a două medii transparente şi omogene,refractive indices of two media transparent and homogeneous,
,,o,x_1,,,,,distanţa de la punctul obiect la dioptru,the distance from the object point to diopter,
,,o,x_2,,,,,distanţa de la dioptru la imagine,the distance from the diopter to image,
,,o,beta,{y_2} / {y_1},{y_2} / {y_1},,,mărirea liniară transversală din Formula dioptrului sferic,linear transversal increase of the spherical diopter Formula,
,,o,beta,{x_2} / {x_1} * {n_1} / {n_2},{x_2} / {x_1} * {n_1} / {n_2},,,mărirea liniară transversală din Formula dioptrului sferic,linear transversal increase of the spherical diopter Formula,
,,o,y_1,,,,,mărimea obiectului,size of the object,
,,o,y_2,,,,,mărimea imaginii,picture size,
,,o,FDF,{n_1} / {x_1},{n_1} / {x_1},,,Formula dioptru plan,diopter plan formula,
,,o,FDF,{n_2} / {x_2},{n_2} / {x_2},,,Formula dioptru plan,diopter plan formula,
,,o,beta,1,1,,,mărirea liniară transversală din Formula dioptrului plan,linear transversal increase of the spherical diopter Formula,
,,t,p,{1} / {3} * n*m*bar v^2,{1} / {3} * n*m*\bar v^2,Pa,,presiunea gazului ideal din Formula fundamentală a teoriei cinetico-moleculare,ideal gas pression from fundamental Formula of the kinetic-molecular theory,
,,t,p,{2} / {3} * n* bar epsilon_{tr},{2} / {3} * n* \bar \epsilon_{tr},Pa,,presiunea gazului ideal din Formula fundamentală a teoriei cinetico-moleculare,ideal gas pression from fundamental Formula of the kinetic-molecular theory,
,,t,m,,,,,masa unei molecule,the mass of a molecule,
,,t,bar v^2,,,,,viteza pătratica medie,medium square velocity,
,,t,epsilon_{tr},,,,,energia cinetică medie a unei molecule in mişcare de translaţie,the average kinetic energy of a molecule in translational motion,
,,t,n,,,,,concentraţia (numărul de molecule în unitatea de volum),concentration (number of molecules per unit volume),
,,o,TLF,{1} / {x_2} - {1} / {x_1},{1} / {x_2} - {1} / {x_1},,,Formula lentila subţire,thin lens Formula,
,,o,TLF,(n-1) * ({1} / {R_1} - {1} / {R_2}),(n-1) * ({1} / {R_1} - {1} / {R_2}),,,Formula lentila subţire,thin lens Formula,
,,o,TLF,{1} / {f},{1} / {f},,,Formula lentila subţire,thin lens Formula,
,,o,x_1,,,,,distanţa punctul obiect-lentilă,the distance point image-lens,
,,o,x_2,,,,,distanţa lentilă-punct imagine,the distance lens-point image,
,,o,n,,,,,indicele de refracţie relativ al materialului lentilei,the relative refractive index of lens material,
,,o,R_1,,,,,"raza de curbură a suprafeţei sferice care delimitează lentila, in direcţia imaginii","curvature radius of the spherical surface delimiting the lens, in the direction of the image",
,,o,R_2,,,,,"raza de curbură a suprafeţei sferice care delimitează lentila, in direcţia obiectului","curvature radius of the spherical surface delimiting the lens, in the direction of the object",
,,o,f,,,,,distanţa focală a lentilei,the focal length of the lens,
,,o,beta,{y_2} / {y_1},{y_2} / {y_1},,,mărirea liniară transversală  ,transversal linear increase,
,,o,beta,{x_2} / {x_1},{x_2} / {x_1},,,mărirea liniară transversală,transversal linear increase,
,,o,y_1,,,,,mărimea obiectului,size of the object,
,,o,y_2,,,,,mărimea imaginii,picture size,
,,o,f,{1} / {{1} / {x_2} + {1} / {x_1}},{1} / {{1} / {x_2} + {1} / {x_1}},m,,distanţa focală a oglinzii din formula oglinzilor sferice,mirror focal length of spherical mirrors formula,
,,o,f,{R} / {2},{R} / {2},,,distanţa focală a oglinzii,focal length of the mirror,
,,o,x_1,,,,,distanţa punct obiect-oglindă,the distance point image-mirror,
,,o,x_2,,,,,distanţa oglindă-punct imagine,the distance mirror-point image,
,,o,R,,,,,raza de curbură a oglinzii,the radius of curvature of the mirror,
,,o,beta,{y_2} / {y_1},{y_2} / {y_1},,,mărirea liniară transversală,transverse linear increase,
,,o,beta,- {x_2} / {x_1},- {x_2} / {x_1},,,mărirea liniară transversală,transverse linear increase,
,,o,y_1,,,,,mărimea obiectului,size of the object,
,,o,y_2,,,,,mărimea imaginii,picture size,
,,o,F,{1} / {{1} / {f_1} + {1} / {f_2} + cdots + {1} / {f_n}},{1} / {{1} / {f_1} + {1} / {f_2} + \cdots + {1} / {f_n}},,,distanţa focală a sistemului din Formulele sistemului centrat de asociaţii de lentile subţiri,the focal distance of the system from the centred system of thin lens association Formulaes,
,,o,,,,,,distanţele focale ale lentilelor,focal length of the lens,
,,o,beta,beta_1 * beta_2 * cdots * beta_n,\beta_1 * \beta_2 * \cdots * \beta_n,,,mărirea liniară transversală a sistemului,linear transversal increase of the system,
,,o,,,,,,măririle liniare transversale ale lentilelor,linear transversal increase of the lens,
,,m,F_A,G_1,G_1,N,,Forţa arhimedică,archimedean force,
,,m,F_A,rho*V*g,\rho*V*g,N,,Forţa arhimedică,archimedean force,
,,m,G_1,,,,,greutatea volumului de lichid dislocuit de corp,the weight of the volume of the liquid displaced by the body,
,,m,g,,,,,acceleraţia gravitaţionala,gravity,
,,m,rho,,,,,densitatea lichidului,density of the liquid,
,,m,V,,,,,volumul de lichid dislocuit,the volume of the liquid displaced,
,,m,vec F_{cf},- vec F_{cp},- \vec F_{cp},N,,Forţa centrifugă,centrifugal force,
,,m,vec F_{cp},,,,,forţa centripetă,centripetal force,
,,m,F_{cp},m*a_n,m*a_n,N,,Forţa centripetă,centripetal force,
,,m,F_{cp},m*omega^2*R,m*\omega^2*R,N,,Forţa centripetă,centripetal force,
,,m,F_{cp},m*omega*v,m*\omega*v,N,,Forţa centripetă,centripetal force,
,,m,F_{cp},{m*v^2} / {R},{m*v^2} / {R},N,,Forţa centripetă,centripetal force,
,,m,vec F_{cp},- m*omega^2 * vec r,- m*\omega^2 * \vec r,N,,Forţa centripetă,centripetal force,
,,m,m,,,,,masa punctului material,mass of material point,
,,m,a_n,,,,,acceleraţia normala (centripetă),normal acceleration (centripetal),
,,m,omega,,,,,viteza unghiulară,angular velocity,
,,m,R,,,,,raza traiectoriei circulare,the radius of the circular path,
,,m,vec v,,,,,viteza tangenţială,tangential velocity,
,,m,vec r,,,,,vector de poziţie a punctului material,position vector of the material point,
,,t,F,alpha*E*S*Delta T,\alpha*E*S*\Delta T,N,,Forţa de dilataţie,dilatation force,
,,t,alpha,,,,,coeficient de dilatare termică liniară,coefficient of linear thermal expansion,
,,t,E,,,,,modulul de elasticitate longitudinal Young,Young longitudinal elastic modul,
,,t,S,,,,,aria secţiunii barei,area of the section of the bar,
,,t,Delta T,,,,,variaţia temperaturii,temperature variation,
,,m,F_f,mu * N,\mu * N,N,,Forţa de frecare,friction force,
,,m,mu,,,,,coeficient de frecare la alunecare,coefficient of friction when sliding,
,,m,N,,,,,forţa normală de apăsare pe suprafaţa de contact dintre corpuri,normal pressing force on the contact surface of the bodies,
,,m,vec F_i,- m * vec a,- m * \vec a,N,,Forţa de inerţie,the force of inertia,
,,m,vec a,,,,,acceleraţia sistemului de referinţă neinerţial,acceleration of non-inertial reference system ,
,,m,m,,,,,masa corpului aflat in sistemul de referinţa neinerţial,mass of the body found in non-inertial reference system,
,,m,F,sigma * l,\sigma * l,N,,Forţa de tensiune superficială,the force of superficial tension,
,,m,sigma,,,,,coeficient de tensiune superficială,the coefficient of the superficial tension,
