id,en_symbol,part_of,math_symbol,math_formula,tex_formula,unit,vars,ro_description,en_description,wiki,auto_translation,poswiki
,,"m,t",V,,,,,volumul gazului ideal,ideal gas volume,,ideal gas volume,
,,"m,t",k,,,,,constanta Boltzmann,Boltzmann constant,https://en.wikipedia.org/wiki/Boltzmann_constant,Boltzmann constant,
,,"m,t",T,,,,,temperatura absolută a gazului ideal,the absolute temperature of the ideal gas,https://en.wikipedia.org/wiki/Combined_gas_law,the absolute temperature of the ideal gas,
,,"m,t",p,R_s / S,R_s / S,Pa,,presiunea internă suplimentară,additional internal pressure,,Additional internal pressure,
,,"m,t",S,,,,,aria suprafeţei meniscului,the surface area of ​​the meniscus,,the surface area of ​​the meniscus,
,,"m,t",R_s,,,,,rezultanta forţelor de tensiune superficială pe conturul meniscului,the resultant of the forces of superficial tension on the perimeter of the meniscus,,The resultant surface tension forces on the perimeter of the meniscus,
,,m,vec F,m * vec a,m * \vec a,N,,Principiul fundamental al dinamicii,the fundamental principle of dynamics,https://en.wikipedia.org/wiki/Dynamics_(mechanics),The fundamental principle of dynamics,
,,m,vec F,,,,,forţa care acţionează asupra corpului ,the force acting on the body,https://en.wikipedia.org/wiki/Force,the force acting on the body,
,,m,m,,,,,masa corpului  ,mass,https://en.wikipedia.org/wiki/Mass,body mass,
,,m,vec a,,,,,acceleraţia mişcării corpului,acceleration of body movement,https://en.wikipedia.org/wiki/Acceleration,acceleration of body movement,
,,m,Delta U,Q - L,Q - L,J,,Principiul I al termodinamicii,The Principle I of thermodynamics,https://en.wikipedia.org/wiki/Laws_of_thermodynamics,Principle of Thermodynamics,
,,m,Delta U,,,,,variaţia energiei interne a unui sistem termodinamic,the variation of the internal energy of a thermodynamic system ,,change in internal energy of a thermodynamic system,
,,m,Q,,,,,cantitatea de caldură schimbată de sistem cu mediul exterior (Q>0 primită; Q<0 cedată),the amount of heat exchanged by the system with the external environment (Q> 0 received; Q <0 ceded),,the amount of heat exchanged system with the external environment (Q> 0 received; Q <0 ceded),
,,m,L,,,,,lucrul mecanic (L>0 -efectuat de sistem; L<0 efectuat asupra sistemului ),the mechanical work (L> 0 - done by the system; L <0 - done on the system),https://en.wikipedia.org/wiki/Work_(physics),the work (L> 0 -efectuat system; L <0 done on the system),
,,m,Delta U,- L,- L,J,,transformarea adiabată,adiabatic transformation,https://en.wikipedia.org/wiki/Adiabatic_process,adiabatic transformation,
,,m,Delta U,0,0,J,,transformarea ciclică bitermă,bithermal cyclical transformation ,,cyclical transformation Bithermal,
,,m,Delta U,nu * C_p * Delta T - p * Delta V,\nu * C_p * \Delta T - p * \Delta V,J,,transformarea izobară,isobaric transformation,,isobaric transformation,
,,m,Delta U,nu * C_v * Delta T,\nu * C_v * \Delta T,J,,transformarea izobară,isobaric transformation,,isobaric transformation,
,,m,nu,,,,,număr de moli de gaz ideal,the number of moles of ideal gas,https://en.wikipedia.org/wiki/Ideal_gas,the number of moles of base gas,
,,m,"C_p,C_v",,,,,"călduri molare la presiune, respectiv volum constant",molar heats on pressure respectively on constant volume,https://en.wikipedia.org/wiki/Heat_capacity,Molar heat pressure or constant volume,
,,m,Delta T,,,,,variaţia temperaturii gazului,gas temperature variation,,gas temperature variation,
,,m,Delta U,nu * C_v * Delta T,\nu * C_v * \Delta T,J,,transformarea izocoră,isochoric transformation,,isochoric transformation,
,,m,Delta U,0,0,J,,transformarea izotermă,isothermal transformation,,isothermal transformation,
,,m,Q,L,L,J,,transformarea izotermă,isothermal transformation,,isothermal transformation,
,,"c,a,n",P,lim_{Delta t -&gt; 0} (- (Delta N) /N * 1/(Delta t)),\lim_{\Delta t -&gt; 0} (- (\Delta N) /N * 1/(\Delta t)),s^{-1},,Probabilitatea de tranziţie a sistemelor cuantice,the probability of transition of the quantum systems,,The probability of transition to quantum systems,
,,"c,a,n",P,1/tau,1/\tau,,,Probabilitatea de tranziţie a sistemelor cuantice,the probability of transition of the quantum systems,,The probability of transition to quantum systems,
,,"c,a,n",Delta N,,,,,numărul de sisteme care au efectuat tranziţia,the number of systems that have transitioned,,the number of systems that have transitioned,
,,"c,a,n",Delta t,,,,,intervalul de timp în care are loc tranziţia,the time in which the transition occurs,,the time in which the transition occurs,
,,"c,a,n",N ,,,,,numărul de sisteme in stare excitată,the number of systems in the excited state,,the number of systems in the excited state,
,,"c,a,n",tau,,,,,timpul mediu de viaţă al stării excitate,the average life of the excited state,,the average life of the excited state,
,,m,S,vec a cdot vec b,\vec a \cdot \vec b,1,,Produsul scalar a doi vectori,the scalar product of two vectors,https://en.wikipedia.org/wiki/Vector_algebra_relations,The dot product of two vectors,
,,m,S,a * b * cos(alpha),a * b * \cos(\alpha),,,Produsul scalar a doi vectori,the scalar product of two vectors,https://en.wikipedia.org/wiki/Vector_algebra_relations,The dot product of two vectors,
,,m,vec,,,,,vectori  ,vectors,https://en.wikipedia.org/wiki/Vector,vectors,
,,m,alpha,,,,,unghiul dintre vectorii a şi b,the angle between the vectors a and b,https://en.wikipedia.org/wiki/Angle,the angle between the vectors a and b,
,,m,vec b,n * vec a,n * \vec a,,,Produsul dintre un scalar şi un vector,the product between a scalar and vector,,The product of a scalar and vector,
,,m,vec,,,,,vector ,vector ,https://en.wikipedia.org/wiki/Vector,vector,
,,m,n,,,,,scalar,scalar,https://en.wikipedia.org/wiki/Scalar_(mathematics),scalar,
,,m,vec c,vec a xx vec b,\vec a xx \vec b,,,Produsul vectorial a doi vectori,the vector product of two vectors,https://en.wikipedia.org/wiki/Vector_algebra_relations,The vector product of two vectors,
,,m,c,abs(vec a xx vec b),\abs(\vec a xx \vec b),,,Produsul vectorial a doi vectori,the vector product of two vectors,https://en.wikipedia.org/wiki/Vector_algebra_relations,The vector product of two vectors,
,,m,c,a * b * sin(alpha),a * b * \sin(\alpha),,,Produsul vectorial a doi vectori,the vector product of two vectors,https://en.wikipedia.org/wiki/Vector_algebra_relations,The vector product of two vectors,
,,m,vec,,,,,vectorul produs vectorial,the vector vector product  ,https://en.wikipedia.org/wiki/Vector,vector vector product,
,,m,vec,,,,,vectori,vectors,https://en.wikipedia.org/wiki/Vector,vectors,
,,m,alha,,,,,unghiul dintre vectorii a şi b,the angle between the vectors a and b,https://en.wikipedia.org/wiki/Angle,the angle between the vectors a and b,
,,"m,o,r",P,(Delta L) / (Delta t),(\Delta L) / (\Delta t),W,,Puterea,power,https://en.wikipedia.org/wiki/Power_(physics),power,
,,"m,o,r",P,L / t,L / t,W,,puterea medie,medium power,https://en.wikipedia.org/wiki/Power_(physics),average power,
,,"m,o,r",P,F * v_m,F * v_m,W,,puterea medie,medium power,https://en.wikipedia.org/wiki/Power_(physics),average power,
,,"m,o,r",L,,,,,lucrul mecanic efectuat (nu se efectuează uniform în timp),mechanical work done (not performed uniform over time),https://en.wikipedia.org/wiki/Work_(physics),work done (not performed evenly over time),
,,"m,o,r",Delta t,,,,,intervalul de timp  ,time interval,https://en.wikipedia.org/wiki/Time,the time,
,,"m,o,r",P,,,,,putere constantă,constant power,,constant power,
,,"m,o,r",L,,,,,Lucrul mecanic efectuat,mechanical work performed,https://en.wikipedia.org/wiki/Work_(physics),The work performed,
,,"m,o,r",F,,,,,forţa care efectuează lucru mecanic,performing mechanical work force,https://en.wikipedia.org/wiki/Work_(physics),performing mechanical work force,
,,"m,o,r",v_m,,,,,viteza medie,medium velocity,https://en.wikipedia.org/wiki/Velocity,average speed,
,,"m,o,r",P,U * I,U * I,W,,puterea electrică a unui consumator (cc),electric power of a consumer (cc),https://en.wikipedia.org/wiki/Electric_power,electric power of a consumer (cc),
,,"m,o,r",P,I^2 * R,I^2 * R,W,,puterea electrică a unui consumator (cc),electric power of a consumer (cc),https://en.wikipedia.org/wiki/Electric_power,electric power of a consumer (cc),
,,"m,o,r",P,U^2 / R,U^2 / R,W,,puterea electrică a unui consumator (cc),electric power of a consumer (cc),https://en.wikipedia.org/wiki/Electric_power,electric power of a consumer (cc),
,,"m,o,r",U,,,,,tensiunea la bornele consumatorului,the voltage at the terminals of the consumer,https://en.wikipedia.org/wiki/Voltage,the voltage at the terminals of the consumer,
,,"m,o,r",I,,,,,intensitatea curentului,amperage,https://en.wikipedia.org/wiki/Electric_current,amperage,
,,"m,o,r",R,,,,,rezistenţa electrică a consumatorului,electrical resistance of the consumer,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,consumer electrical resistance,
,,"m,o,r",P,E * I,E * I,W,,puterea electrică dezvoltată de o sursă de tensiune electrică (cc),electric power developed by a source of electric tension (cc),https://en.wikipedia.org/wiki/Electric_power,developed an electric power source voltage (DC),
,,"m,o,r",P,I^2 * (R + r),I^2 * (R + r),W,,puterea electrică dezvoltată de o sursă de tensiune electrică (cc),electric power developed by a source of electric tension (cc),https://en.wikipedia.org/wiki/Electric_power,developed an electric power source voltage (DC),
,,"m,o,r",,,,,,curent continuu,DC,https://en.wikipedia.org/wiki/Direct_current,DC,
,,"m,o,r",r,,,Omega,,rezistenţa internă a sursei ,internal resistance of the source,https://en.wikipedia.org/wiki/Internal_resistance,internal resistance of the source,
,,"m,o,r",E,,,,,tensiunea electromotoare a sursei de tensiune,electromotive tension of the tension source,,electromotive voltage source,
,,"m,o,r",p,u * i,u * i,W,,puterea în curent alternativ,the power in DC,https://en.wikipedia.org/wiki/Power_(physics),AC power,
,,"m,o,r",p,,,,,putere instantanee,instantaneous power,https://en.wikipedia.org/wiki/Power_(physics),instantaneous power,
,,"m,o,r",u,,,,,tensiune electrică instantanee,the instantaneous voltage,https://en.wikipedia.org/wiki/Voltage,the instantaneous voltage,
,,"m,o,r",i,,,,,intensitatea instantanee a curentului electric,instantaneous intensity of the electric current,https://en.wikipedia.org/wiki/Intensity_(physics),instantaneous intensity electric current,
,,"m,o,r",P,,,,,puterea activă,active power,https://en.wikipedia.org/wiki/AC_power#Active.2C_reactive.2C_and_apparent_power,active power,
,,"m,o,r",P,bar p,\bar p,W,,putere activă (medie),active power (medium),https://en.wikipedia.org/wiki/AC_power#Active.2C_reactive.2C_and_apparent_power,active power (medium),
,,"m,o,r",P,U * I * cos(varphi),U * I * \cos(\varphi),W,,putere activă (medie),active power (medium),https://en.wikipedia.org/wiki/AC_power#Active.2C_reactive.2C_and_apparent_power,active power (medium),
,,"m,o,r",P,U_R * I,U_R * I,W,,putere activă (medie),active power (medium),https://en.wikipedia.org/wiki/AC_power#Active.2C_reactive.2C_and_apparent_power,active power (medium),
,,"m,o,r",P,I^2 * R,I^2 * R,W,,putere activă (medie),active power (medium),https://en.wikipedia.org/wiki/AC_power#Active.2C_reactive.2C_and_apparent_power,active power (medium),
,,"m,o,r",bar p,,,,,putere medie,middle power ,https://en.wikipedia.org/wiki/Middle_power,average power,
,,"m,o,r",U,,,,,tensiunea efectivă,effective tension,https://en.wikipedia.org/wiki/Tension_(physics),actual voltage,
,,"m,o,r",I,,,,,intensitatea efectivă,effective intensity,https://en.wikipedia.org/wiki/Intensity_(physics),effective intensity,
,,"m,o,r",varphi,,,,,unghiul de defazaj dintre curent si tensiune,phase angle between current and voltage,https://en.wikipedia.org/wiki/Phase_angle,phase angle between current and voltage,
,,"m,o,r",cos(varphi),,,,,factor de putere,power factor,https://en.wikipedia.org/wiki/Power_factor,power factor,
,,"m,o,r",R,,,Omega,,rezistenţa electrică  ,electrical resistance  ,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,Electrical resistance,
,,"m,o,r",U_R,,,,,tensiunea pe rezistenţa electrică,the voltage on the electrical resistance,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,the voltage on the electrical resistance,
,,"m,o,r",S,,,,,putere aparentă,apparent power,https://en.wikipedia.org/wiki/AC_power#Apparent_power,apparent power,
,,"m,o,r",S,U * I,U * I,V * A,,putere aparentă,apparent power,https://en.wikipedia.org/wiki/AC_power#Apparent_power,apparent power,
,,"m,o,r",P_r,U * I * sin(varphi),U * I * \sin(\varphi),V * A,,putere reactivă,reactive power,https://en.wikipedia.org/wiki/AC_power#Reactive_power,reactive power,
,,"m,o,r",S,sqrt(P^2 + P_r^2),\sqrt(P^2 + P_r^2),,,putere aparentă,apparent power,https://en.wikipedia.org/wiki/AC_power#Apparent_power,apparent power,
,,"m,o,r",P_r,P * tan(varphi),P * \tan(\varphi),,,putere reactivă,reactive power,https://en.wikipedia.org/wiki/AC_power#Reactive_power,reactive power,
,,"m,o,r",P_r,S * sin(varphi),S * \sin(\varphi),,,putere reactivă,reactive power,https://en.wikipedia.org/wiki/AC_power#Reactive_power,reactive power,
,,"m,o,r",P,S * cos(varphi),S * \cos(\varphi),,,puterea activă,active power,https://en.wikipedia.org/wiki/AC_power#Active.2C_reactive.2C_and_apparent_power,active power,
,,o,P,tan(alpha_2)/y_1,\tan(\alpha_2)/y_1,dioptry,,Putere optică (dioptrică),Optical power (dioptric),https://en.wikipedia.org/wiki/Optical_power,Optical power (dioptric),
,,o,y_1,,,,,dimensiunea transversală a unui obiect (liniară),transverse dimension of an object (linear),,transverse dimension of an object (linear),
,,o,alpha_2,,,,,unghiul sub care se vede un obiect prin instrument (diametrul aparent al imaginii),angle of an object seen by the instrument (the apparent diameter of the image),,angle of an object seen by instrument (the apparent diameter of the image),
,,o,P,1/f,1/f,dioptry,,puterea lupei,magnifying power,,magnifying power,
,,o,P,C,C,dioptry,,puterea lupei,magnifying power,,magnifying power,
,,o,f,,,m,,distanţa focală,focal length,https://en.wikipedia.org/wiki/Focal_length,focal length,
,,o,C,,,m,,convergenţa,convergence,,convergence,
,,o,P,,,dioptry,,puterea optică a microscopului,optical power of the microscope,https://en.wikipedia.org/wiki/Optical_power,power optical microscope,
,,o,P,,,dioptry,,puterea optică a microscopului,optical power of the microscope,https://en.wikipedia.org/wiki/Optical_power,power optical microscope,
,,o,e,,,,,distanţa dintre focarul posterior al obiectivului şi focarul anterior al ocularului,the distance from the posterior focal of the objective and the anterior focal of the ocular,,focus distance between rear lens and eyepiece previous outbreak,
,,o,f_ob,,,,,distanţa focală a obiectivului,focal length of the objective,https://en.wikipedia.org/wiki/Focal_length,lens focal length,
,,o,f_oc,,,,,distanţa focală a ocularului,focal length of the ocular,https://en.wikipedia.org/wiki/Focal_length,the focal length of the eyepiece,
,,o,G,,,,,grosismentul microscopului,the grosisment of the microscope,,magnification microscope,
,,o,delta,,,,,distanţa optimă de citire,the optimal distance for reading,,the optimal distance reading,
,,o,,,,,,pentru ochi normal,for normal eye,,for normal eye,
,,"m,t,e,o",eta,L_u / L_c,L_u / L_c,,,Randament,yield,https://en.wikipedia.org/wiki/Yield_(chemistry),Yield,
,,"m,t,e,o",eta,(G * h) / (F * l),(G * h) / (F * l),,,"mecanisme simple (pârghie, plan înclinat, scripeţi)","simple machines (lever, inclined plane, pulley)",,"simple machines (lever, inclined plane, pulley)",
,,"m,t,e,o",eta,1 / (1 + mu/tan(alpha)),1 / (1 + \mu/\tan(\alpha)),,,"mecanisme simple (pârghie, plan înclinat, scripeţi)","simple machines (lever, inclined plane, pulley)",,"simple machines (lever, inclined plane, pulley)",
,,"m,t,e,o",L_u,,,,,lucrul mecanic util,useful mechanical work ,https://en.wikipedia.org/wiki/Work_(physics),useful work,
,,"m,t,e,o",L_c,,,,,lucrul mecanic consumat,consumed mechanical work,https://en.wikipedia.org/wiki/Work_(physics),the work consumed,
,,"m,t,e,o",G,,,,,greutatea unui corp,the weight of a body,https://en.wikipedia.org/wiki/Weight,the weight of a body,
,,"m,t,e,o",h,,,,,înalţimea la care se urcă corpul,the height where the body ascend,https://en.wikipedia.org/wiki/Height,height up to which the body,
,,"m,t,e,o",G,,,,,greutatea corpului ridicat uniform pe planul înclinat,the weight of the body uniform raised on an inclined plane,https://en.wikipedia.org/wiki/Weight,High body weight evenly on the slope,
,,"m,t,e,o",F,,,,,forţa de tracţiune,traction force,,thrust,
,,"m,t,e,o",l,,,,,lungimea planului înclinat,the length of the inclined plane,https://en.wikipedia.org/wiki/Length,the length of the inclined plane,
,,"m,t,e,o",F,,,,,forţa de tracţiune,traction force,,thrust,
,,"m,t,e,o",l,,,,,lungimea planului înclinat,the length of the inclined plane,https://en.wikipedia.org/wiki/Length,the length of the inclined plane,
,,"m,t,e,o",mu,,,,,coeficient de frecare între corp si planul înclinat,friction coefficient between the body and the inclined plane,https://en.wikipedia.org/wiki/Friction#Coefficient_of_friction,friction between the body and the inclined plane,
,,"m,t,e,o",alpha,,,,,unghiul planului înclinat,inclined plane angle,https://en.wikipedia.org/wiki/Inclined_plane,angle inclined plane,
,,"m,t,e,o",eta,L / Q_1,L / Q_1,,,motoare termice,heat engines,https://en.wikipedia.org/wiki/Heat_engine,heat engines,
,,"m,t,e,o",eta,(Q_1 - abs(Q_2)) / Q_1,(Q_1 - \abs(Q_2)) / Q_1,,,motoare termice,heat engines,https://en.wikipedia.org/wiki/Heat_engine,heat engines,
,,"m,t,e,o",cond,"Q_1 > 0, Q_2 < 0, L > 0","Q_1 > 0, Q_2 < 0, L > 0",,,motoare termice,heat engines,https://en.wikipedia.org/wiki/Heat_engine,heat engines,
,,"m,t,e,o",L,,,,,lucrul mecanic util efectuat de sistem în transformarea ciclică bitermă,mechanical useful work effectuated by the system in bithermal cyclical transformation,https://en.wikipedia.org/wiki/Work_(physics),useful work done in transforming cyclical system Bithermal,
,,"m,t,e,o",Q_1,,,,,cantitatea de căldură primită de sistem de la termostatul cu temperatură mai mare,the amount of heat received by the system from the thermostat with the higher temperature,https://en.wikipedia.org/wiki/Heat,the amount of heat received by the system thermostat higher temperature,
,,"m,t,e,o",Q_2,,,,,cantitatea de căldură cedată de sistem termostatului cu temperatură mai mică,the amount of heat ceded by the system to the thermostat with the lower temperature,https://en.wikipedia.org/wiki/Heat,the amount of heat lost from the system thermostat temperature lower,
,,"m,t,e,o",eta_C,1 - T_2 / T_1,1 - T_2 / T_1,,,"ciclul Carnot (ciclu teoretic, ideal)","Carnot cycle (theoretical cycle, ideal)",https://en.wikipedia.org/wiki/Carnot_cycle,Carnot cycle (cycle theoretically ideal),
,,"m,t,e,o",cond,eta_real < eta < 1,\eta_real < \eta < 1,,,"ciclul Carnot (ciclu teoretic, ideal)","Carnot cycle (theoretical cycle, ideal)",https://en.wikipedia.org/wiki/Carnot_cycle,Carnot cycle (cycle theoretically ideal),
,,"m,t,e,o",eta_C,,,,,randamentul termic al ciclului Carnot,thermic efficiency of Carnot cycle,https://en.wikipedia.org/wiki/Carnot_cycle,heat efficiency of Carnot,
,,"m,t,e,o",T_1,,,,,temperatura absolută a sursei calde,absolute temperature of the hot source,https://en.wikipedia.org/wiki/Thermodynamic_temperature,absolute temperature of the hot source,
,,"m,t,e,o",T_2,,,,,temperatura absolută a sursei reci,absolute temperature of the cold source,https://en.wikipedia.org/wiki/Thermodynamic_temperature,absolute temperature of the cold source,
,,"m,t,e,o",eta_real,,,,,randamentul unui motor termic real,yield of a real thermic engine,https://en.wikipedia.org/wiki/Yield_(chemistry),real yield of a heat engine,
,,"m,t,e,o",eta,1 - 1 / (epsilon^(gamma - 1)),1 - 1 / (\epsilon^(\gamma - 1)),,,motorul Otto,Otto engine,https://en.wikipedia.org/wiki/Otto_engine,Otto engine,
,,"m,t,e,o",cond,epsilon > 1,\epsilon > 1,,,motorul Otto,Otto engine,https://en.wikipedia.org/wiki/Otto_engine,Otto engine,
,,"m,t,e,o",epsilon,V_1/V_2,V_1/V_2,,,raport de compresie,compression ratio,https://en.wikipedia.org/wiki/Compression_ratio,compression ratio,
,,"m,t,e,o",V_1,,,,,volumul gazului corespunzător poziţiei pistonului în punctul mort inferior,gas volume corresponding to piston position at the inferior dead point,https://en.wikipedia.org/wiki/Volume_(thermodynamics),corresponding gas volume piston position at BDC,
,,"m,t,e,o",V_2,,,,,volumul gazului corespunzător poziţiei pistonului în punctul mort superior,gas volume corresponding to piston position at the superior dead point,https://en.wikipedia.org/wiki/Volume_(thermodynamics),corresponding gas volume piston position at TDC,
,,"m,t,e,o",gamma,C_p / C_v,C_p / C_v,,,exponent adiabatic,adiabatic exponent,,adiabatic exponent,
,,"m,t,e,o",C_p,,,,,căldura molară la presiune constantă,molar heat at constant pressure,https://en.wikipedia.org/wiki/Heat_capacity,molar heat capacity at constant pressure,
,,"m,t,e,o",C_v,,,,,căldura molară la volum constant,molar heat at constant volume,https://en.wikipedia.org/wiki/Heat_capacity,molar heat at constant volume,
,,"m,t,e,o",eta,P_2/ P_1,P_2/ P_1,,,transformatorul,transformer,https://en.wikipedia.org/wiki/Transformer,transformer,
,,"m,t,e,o",eta,P_2/(P_2 + P_(Cu) + P_(Fe)),P_2/(P_2 + P_(Cu) + P_(Fe)),,,transformatorul,transformer,https://en.wikipedia.org/wiki/Transformer,transformer,
,,"m,t,e,o",P_1,,,,,puterea activă primită de primar de la reţeaua de alimentare,active power received by the primary from the alimentation net,https://en.wikipedia.org/wiki/AC_power#Active.2C_reactive.2C_and_apparent_power,Primary active power received from mains,
,,"m,t,e,o",P_2,,,,,puterea activă furnizată de secundar,active power provided by the secondary,https://en.wikipedia.org/wiki/AC_power#Active.2C_reactive.2C_and_apparent_power,active power supplied by secondary,
,,"m,t,e,o",P_Cu,,,,,puterea pierdută în înfăşurările transformatorului,the power lost in the transformer's windings,https://en.wikipedia.org/wiki/AC_power#Active.2C_reactive.2C_and_apparent_power,power transformer windings lost,
,,"m,t,e,o",P_Fe,,,,,puterea pierdută în cadrul de fier al transformatorului,the power lost in the iron frame of the transformer,https://en.wikipedia.org/wiki/AC_power#Active.2C_reactive.2C_and_apparent_power,lost power in the iron transformer,
,,"m,t,e,o",k,U_1/U_2,U_1/U_2,,,Raport de transformare,transformation ratio,,Transformation ratio,
,,"m,t,e,o",k,I_2/I_1,I_2/I_1,,,Raport de transformare,transformation ratio,,Transformation ratio,
,,"m,t,e,o",k,N_1 / N_2,N_1 / N_2,,,Raport de transformare,transformation ratio,,Transformation ratio,
,,"m,t,e,o",U_1,,,,,tensiunea efectivă în primar,effective voltage in the primary,https://en.wikipedia.org/wiki/Voltage,Effective primary voltage,
,,"m,t,e,o",U_2,,,,,tensiunea efectivă în secundar,effective voltage in the secondary,https://en.wikipedia.org/wiki/Voltage,actual voltage in the secondary,
,,"m,t,e,o",I_1,,,,,intensitatea efectivă a curentului electric în primar,effective intensity of the electric current in the primary,https://en.wikipedia.org/wiki/Intensity_(physics),effective intensity electric current in primary,
,,"m,t,e,o",I_2,,,,,intensitatea efectivă a curentului electric în secundar,effective intensity of the electric current in the secondary,https://en.wikipedia.org/wiki/Intensity_(physics),effective intensity electric current in the secondary,
,,"m,t,e,o",N_1,,,,,numărul de spine din primar,spine number in primary,,number of primary spine,
,,"m,t,e,o",N_2,,,,,numărul de spine din secundar,spine number in secondary,,number of secondary spine,
,,a,r_n,(epsilon_0 * bar h) / (pi * m_0 * e^2) *n^2,(\epsilon_0 * \bar h) / (\pi * m_0 * e^2) *n^2,m,,Raza orbitei electronului în modelul cuantificat al atomului dupa Bohr,the electron orbit radius in quantified model of the atom by Bohr ,https://en.wikipedia.org/wiki/Radius,The electron orbit radius by Bohr model of the atom quantified,
,,a,r_n,r_1 * n^2,r_1 * n^2,m,,Raza orbitei electronului în modelul cuantificat al atomului dupa Bohr,the electron orbit radius in quantified model of the atom by Bohr ,https://en.wikipedia.org/wiki/Radius,The electron orbit radius by Bohr model of the atom quantified,
,,a,r_1,0.53 * 10 ^{-10},0.53 * 10 ^{-10},m,,raza cuantificată a orbitei electronului în atom,quantified radius of the electron's orbit in atom,https://en.wikipedia.org/wiki/Radius,quantized electron beam orbit the atom,
,,a,epsilon_0,,,,,permitivitatea vidului,permittivity of vacuum,https://en.wikipedia.org/wiki/Vacuum_permittivity,permittivity of vacuum,
,,a,h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant,Planck's constant,
,,a,m_0,,,,,masa de repaus a electronului,the rest mass of the electron,https://en.wikipedia.org/wiki/Atomic_mass_constant,the rest mass of the electron,
,,a,e ,,,,,sarcina electrică a electronului,the electric charge of the electron,https://en.wikipedia.org/wiki/Rydberg_constant,the electric charge of the electron,
,,n,R,R_0 * A^{1/3},R_0 * A^{1/3},m,,Raza nucleului atomic,atomic nucleus mass,https://en.wikipedia.org/wiki/Atomic_nucleus,Raza atomic nucleus,
,,n,R_0,1.45 * 10^{-15},1.45 * 10^{-15},m,,raza nucleului atomic,radius of the atomic nucleus,https://en.wikipedia.org/wiki/Atomic_nucleus,radius of the atomic nucleus,
,,n,A,,,,,numărul de masă,mass number,https://en.wikipedia.org/wiki/Mass,mass number,
,,"e,a,n",r,(M * r) / (q * B),(M * r) / (q * B),,,Raza traiectoriei unei particule electrizate în câmp magnetic,trajectory radius of an electrified particle in magnetic field,https://en.wikipedia.org/wiki/Radius,Raza trajectory of electrified particles in a magnetic field,
,,"e,a,n",n,natural,natural,,,numar cuantic,quantum number,https://en.wikipedia.org/wiki/Quantum_number,quantum number,
,,"e,a,n",M ,,,,,masa particulei,particle's mass,https://en.wikipedia.org/wiki/Mass,particle mass,
,,"e,a,n",v,,,,,viteza particulei,particle's velocity,https://en.wikipedia.org/wiki/Velocity,particle velocity,
,,"e,a,n",q,n * e,n * e,,,sarcina electrică  ,the electric charge  ,https://en.wikipedia.org/wiki/Electric_charge,the electric charge,
,,"e,a,n",B,,,,,inducţia magnetică,magnetic induction,https://en.wikipedia.org/wiki/Electromagnetic_induction,magnetic induction,
,,"e,a,n",e,,,,,sarcina electrică elementară,elementary electric charge,https://en.wikipedia.org/wiki/Elementary_charge,Elementary electric charge,
,,e,X_C,1/ (omega * C),1/ (\omega * C),Omega,,Reactanţa capacitivă,capacitive reactance,https://en.wikipedia.org/wiki/Electrical_reactance#Capacitive_reactance,capacitive reactance,
,,e,omega,,,,,pulsaţie,pulsation,,pulse,
,,e,C,,,,,capacitatea condensatorului,condenser capacity,https://en.wikipedia.org/wiki/Capacity_of_a_set,capacitance,
,,e,X_L,omega * L,\omega * L,Omega,,Reactanţa inductivă,inductive reactance,https://en.wikipedia.org/wiki/Electrical_reactance#Inductive_reactance,inductive reactance,
,,e,omega,,,,,pulsaţie,pulsation,,pulse,
,,e,L,,,,,inductanţa bobinei,coil inductance,https://en.wikipedia.org/wiki/Inductor,inductance coil,
,,a,abs(vec L),sqrt(l(l _ 1)) * (bar h) / (2 * pi),\sqrt(l(l _ 1)) * (\bar h) / (2 * \pi),kg * m^2 * s^{-1},,Relaţia de cuantificare a momentului cinetic orbital,relation of quantification of the orbital kinetic moment,https://en.wikipedia.org/wiki/Kinetic_energy,Relation to quantify orbital angular momentum,
,,a,vec L,,,,,moment cinetic orbital,orbital kinetic momentum,https://en.wikipedia.org/wiki/Kinetic_energy,orbital angular momentum,
,,a,l,"0, 1, 2, ..., (n - 1)","0, 1, 2, ..., (n - 1)",,,număr cuantic orbital,orbital quantic number,https://en.wikipedia.org/wiki/Quantum_number,orbital quantum number,
,,a,n,natural,natural,,,număr cuantic principal,principal quantic number,https://en.wikipedia.org/wiki/Quantum_number,principal quantum number,
,,a,h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant,Planck's constant,
,,a,L_z,m * (bar h) / (2 * pi),m * (\bar h) / (2 * \pi),kg * m^2 * s^{-1},,Relaţia de cuantificare a proiecţiei pe o axa (z) a momentului cinetic orbital,relation of quantification of the projection to an axis (z) of the orbital kinetic momentum ,https://en.wikipedia.org/wiki/Quantification_(science),The relationship quantification projection axis (z) of the orbital angular momentum,
,,a,L_z,,,,,proiecţia momentului cinetic orbital pe axa Z,the projection of the orbital kinetic moment to the axis Z,,the projection of the orbital angular momentum of the Z axis,
,,a,h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant,Planck's constant,
